Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	DV 7			Central Midwives Board: Midwives Roll	This series contains the Midwives Roll, which was compiled annually by the secretary of the Central Midwives Board in accordance with the provisions of the Midwives Act 1902. The Midwives Roll comprises the notification (to the Central Midwives Board) by certified midwives of their intention to practice.	1872-1983	117 volume(s)					Normal Closure before FOI Act: 	30		C6488
>>>>   				Central Midwives Board: The Midwives Roll			 								C22631
>>>>>> 	DV 7/2				Aaron to Zerfas	1904	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291378
>>>>>> 	DV 7/3				A'alton to Zwirn	1905	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291379
>>>>>> 	DV 7/4				Aaron to Zwirn	1906	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291380
>>>>>> 	DV 7/5				Aaron to Zwirn	1907	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291381
>>>>>> 	DV 7/6				Aaron to Zwilling	1908	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291382
>>>>>> 	DV 7/7				Aaron to Zwilling	1909	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291383
>>>>>> 	DV 7/8				Aaron to Zwilling	1910	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291384
>>>>>> 	DV 7/9				Aaron to Zwilling	1911	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291385
>>>>>> 	DV 7/10				Aaron to Zwilling	1912	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291386
>>>>>> 	DV 7/11				Aaron to Zwilling	1913	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291387
>>>>>> 	DV 7/12				Aaron to Zwilling	1914	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291388
>>>>>> 	DV 7/13				Aaron to Zwilling	1915	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291389
>>>>>> 	DV 7/14				Aaron to Zwilling	1916	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291390
>>>>>> 	DV 7/15				Aaron to Zwilling	1917	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291391
>>>>>> 	DV 7/16				Aaron to Zwilling	1918	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291392
>>>>>> 	DV 7/17				Midwives roll. Missing at transfer	1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C291393
>>>>>> 	DV 7/18				Aaron to Zwilling	1920	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291394
>>>>>> 	DV 7/19				Midwives roll. Missing at transfer	1921	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C291395
>>>>>> 	DV 7/20				Aanensen to Zwilling	1922	 	Printed. Previously missing at transfer; found May 2006			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291396
>>>>>> 	DV 7/21				Midwives roll. Missing at transfer	1923	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C291397
>>>>>> 	DV 7/22				Aanensen to Zwilling	1924	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291398
>>>>>> 	DV 7/23				Midwives roll. Missing at transfer	1925	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C291399
>>>>>> 	DV 7/24				Aanensen to Zwilling	1926	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C291400
>>>>>> 	DV 7/25				Midwives roll. Missing at transfer	1927	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C291401
