Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	LAB 26			Ministry of Labour and National Service and successors: Welfare Department	Files relating to general welfare matters, covering a variety of subjects including accommodation (particularly for immigrant post war refugees and other foreign nationals), the recruitment of foreigners to work in Britain, hostels, housing estates for Polish workers, clubs and other recreational centres, entertainment, women war workers, holidays during wartime and staggered holidays. The series also contains minutes of meetings of the Seamen's Welfare Board, 1940 to 1944, files concerning the Committee on Seamen's Welfare in Ports (the Graham White Committee), and a series of monthly reports from the regional welfare officers.	1940-1956	298 file(s)					Normal Closure before FOI Act: 	30		C10141
>>>>   				MISCELLANEOUS			 								C47961
>>>>>> 	LAB 26/1	FW 1393			Welfare Dept publicity	1940	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195270
>>>>>> 	LAB 26/2	FW 897			Medical treatment for munitions workers	1940-1942	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195271
>>>>>> 	LAB 26/3	FW 1766			Bus conductresses	1942-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195272
>>>>>> 	LAB 26/4	W 1903/37			Enquiry into absence from work	1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195273
>>>>>> 	LAB 26/5	W 2196			Rent Control and Rent Restriction Act	1943-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195274
>>>>>> 	LAB 26/6	2229 Pt.1			Nursing and domestic staff in Tuberculosis Institutions	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195275
>>>>>> 	LAB 26/182	W 344/1949			Post-war functions of Local Employment Committees in relation to outside welfare.	1944-1949	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195451
>>>>>> 	LAB 26/183	W 345/1949			Memorandum on the outside welfare service for Local Employment Committees.	1945-1947	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195452
>>>>>> 	LAB 26/184	W 4628/1946			Factory and Welfare Advisory Board: accident prevention in the home.	1945-1948	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195453
>>>>>> 	LAB 26/185	W 2229 Part 2			Welfare of nursing and domestic staff in tuberculosis institutions and hospitals.	1946	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195454
>>>>>> 	LAB 26/186	W 4716			Ministry of Labour handbook: description of the welfare branch.	1946	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195455
>>>>   				ACCOMMODATION			 								C47962
>>>>>> 	LAB 26/7	W 26/2			Accommodation for war workers in Hereford	1940-1941	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195276
>>>>>> 	LAB 26/8	W 467			Provision of facilities or road haulage workers	1940-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195277
>>>>>> 	LAB 26/9	W 754/67 Pt.1			Workers from Eire	1941-1944	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195278
>>>>>> 	LAB 26/10	W 270/49			Dock workers	1941-1947	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195279
>>>>>> 	LAB 26/11	W 26/42			Conference on transfer and billeting of war workers	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195280
>>>>>> 	LAB 26/12	W 26/45			Compulsory billeting of emergency repair workers	1942-1943	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195281
>>>>>> 	LAB 26/13	W 948/51 Pt.2			Residential hostels for transferred war workers	1943-1945	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2195282
