Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	LAB 8	EM series; also AD, ADR, AR, CR, MRS, NM, PL, and TSR series		Ministry of Labour and successors: Employment Policy, Registered Files (EM series and other series)	This series contains registered files concerning matters of general employment policy. The series also includes a complete set of ministry forms plus records of, and files relating to, various ministerial committees and other bodies concerned with employment operations. ¶ The main series of files represented is the EM series, which deals with general employment policy relating to recruitment, labour supply and placing. The series also contains registered files from several other file series relating to manpower and various aspects of employment, including papers concerning special areas, the building industry, port labour, registrations for employment in technical and professional and scientific fields, the employment of aliens (including prisoners of war and immigrants) and ex-servicemen, special wartime arrangements and legislation relating to equal pay and conditions of employment for women. Other file series represented in this series include AD (Appointments Department), ADR (resettlement in civilian employment), AR (recruitment and control of foreign labour), CR (wartime central register of professional and scientific personnel), MRS (manpower statistics), NM (nursing), PL (port labour), and TSR (technical and scientific register).	1907-1997	4098 files and volumes			See also 		Normal Closure before FOI Act: 	30		C10123
>>>>   				Special Areas			 								C56449
>>>>>> 	LAB 8/10	E.M.A.330/1937			Land Settlement Association.	1936-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690133
>>>>>> 	LAB 8/11	E.M.A.338/1937			Proposals to appoint and finance trading companies.	1936-1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690134
>>>>>> 	LAB 8/12	E.M.A.338/3/1937			Cost of development.	1936	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690135
>>>>>> 	LAB 8/13	E.M.A.338/4/1937			Information and financial arrangements.	1936-1937	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690136
>>>>>> 	LAB 8/14	E.M.A.349/1937			Reports on industrialisation.	1936-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690137
>>>>>> 	LAB 8/15	E.M.A.403/1937			Commissioners' memorandum on housing agreements.	1935-1938	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690138
>>>>>> 	LAB 8/19	E.M.A.1839/2/1939			Appointment of Commissioners for England and Wales	1936-1939	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2690142
