Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	ADM 104			Admiralty and predecessors: Office of the Director General of the Medical Department of the Navy and predecessors: Service Registers and Registers of Deaths and Injuries	Establishment books of naval hospitals, lists of officers entitled to half pay, entry books, complement lists, and service records of medical, nursing, pharmacist, and other staff, case books of the Royal Naval Hospital Bermuda, 1832 to 1883, and a history of the hospital, and wages and salary lists of persons employed in the care of prisoners of war. Also registers of reports of deaths, and of killed and wounded; and medical department general notation books. ¶ PLEASE NOTE: Records within this series are available to download free of charge as part of the Digital Microfilm project.	1742-1957	171 files and volumes					Normal Closure before FOI Act: 	30		C1813
>>>>   				SURGEONS			 								C27193
>>>>>> 	ADM 104/11				ADM 104. (Index to Surgeons Services Vols. I to IV. (Index to Assistant Surgeons Vols. I to V.	1774-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513498
>>>>>> 	ADM 104/12				ADM 104. Surgeons Vol. I Part I pp. 1-215.	1774-1807	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513499
>>>>>> 	ADM 104/13				ADM 104. Surgeons Vol. I Part II pp. 216-419.	1807-1811	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513500
>>>>>> 	ADM 104/14				ADM 104. Surgeons Vol. II Part I pp. 1-177.	1811-1815	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513501
>>>>>> 	ADM 104/15				ADM 104. Surgeons Vol. II Part II pp. 178-415.	1815-1831	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513502
>>>>>> 	ADM 104/16				ADM 104. Surgeons Vol. III Part I pp. 1-200.	1831-1844	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513503
>>>>>> 	ADM 104/17				ADM 104. Surgeons Vol. III Part II pp. 201-392.	1844-1854	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513504
>>>>>> 	ADM 104/18				ADM 104. Surgeons Vol. IV Part I pp. 1-229.	1854-1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513505
>>>>>> 	ADM 104/19				ADM 104. Surgeons Vol. IV Part II pp. 230-470.	1867-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513506
>>>>>> 	ADM 104/20				ADM 104. Assistant Surgeons Vol. I Part I pp. 1-183.	1795-1823	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513507
>>>>>> 	ADM 104/21				ADM 104. Assistant Surgeons Vol. I Part II pp. 184-413.	1823-1827	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513508
>>>>>> 	ADM 104/22				ADM 104. Assistant Surgeons Vol. II pp. 1-413.	1827-1839	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513509
>>>>>> 	ADM 104/23				ADM 104. Assistant Surgeons Vol. III Part I pp. 1-206.	1839-1845	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513510
>>>>>> 	ADM 104/24				ADM 104. Assistant Surgeons Vol. III Part II pp. 207-394.	1845-1848	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513511
>>>>>> 	ADM 104/25				ADM 104. Assistant Surgeons Vol. IV Part I pp. 1-198.	1848-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513512
>>>>>> 	ADM 104/26				ADM 104. Assistant Surgeons Vol. IV Part II pp. 199-393.	1855-1859	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513513
>>>>>> 	ADM 104/27				ADM 104. Assistant Surgeons Vol. V Part I pp. 1-200.	1860-1865	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513514
>>>>>> 	ADM 104/28				ADM 104. Assistant Surgeons Vol. V Part II pp. 201-404.	1865-1873	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513515
>>>>>> 	ADM 104/29				ADM 104. Staff and Fleet Surgeons.	1859-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513516
>>>>>> 	ADM 104/30				ADM 104. Surgeons services	1742-1819	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513517
>>>>>> 	ADM 104/31				ADM 104. Surgeons services Vol. 1	1830-1854	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513518
>>>>>> 	ADM 104/32				ADM 104. Surgeons services Vol. 2	1854-1874	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513519
>>>>>> 	ADM 104/33				ADM 104. Assistant surgeons services	1803-1816	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513520
>>>>>> 	ADM 104/34				ADM 104. Assistant surgeons services	1829-1851	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513521
>>>>>> 	ADM 104/35				ADM 104. Assistant surgeons services	1838-1864	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513522
>>>>>> 	ADM 104/36				ADM 104. Assistant surgeons services	1851-1860	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513523
>>>>>> 	ADM 104/37				ADM 104. Assistant surgeons services Vol. 3	1871-1878	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513524
>>>>>> 	ADM 104/38				ADM 104. Medical officers services	1827-1861	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513525
>>>>>> 	ADM 104/39				ADM 104. Medical officers services	1855-1887	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513526
>>>>>> 	ADM 104/40				ADM 104. Medical officers services	1861-1871	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513527
>>>>>> 	ADM 104/41				ADM 104. Medical officers services	1879-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513528
>>>>>> 	ADM 104/42				ADM 104. Medical officers services	1886-1893	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513529
>>>>>> 	ADM 104/43				ADM 104. Nursing sisters services	1884-1909	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513530
>>>>>> 	ADM 104/44				ADM 104. Temporary surgeons, consultants and physicians services	1914-1916	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C513531
