Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	T 162	E file series		Treasury: Establishments Department: Registered Files (E Series)	Files of the Establishment Divisions of the Treasury. ¶ The files in T 162 were registered under one or more of the following alphabetical subject headings: ¶ Accommodation/Agriculture/Aliens/Arms/Art/British Subjects Abroad/Charities/Children and Women/Civil Defence/ Committees/Communications/Compensation/ Contracts/Correspondence/Countries/Crown Estates/Defence/Departmental Functions/Discipline/Ecclesiastical/Education/Elections/Electricity/ Entertainment/Escheat/Escheated Property/Establishment/Exhibitions/Fighting Services/Finance/Fires /Foreign Office/Friendly Societies/Funerals/Gas/ Housing/Indemnities/ Institutes/ Insurance/Inventions/Labour/Land/Law/League of Nations/Libraries/Local Authorities/Losses/Lunacy/ Materials/Medical/Missions/Monuments/Museums and Galleries/Music/National Service/ Parliament/Passports/Pensions/Photography/Police/Prisons/Prize Fund/Promotion/ Publicity/Records/Recreation/Reformatories/Refreshments/ Registration/Rewards and Gifts/Royal Family/Scientific Investigations/ Shorthand Writing/Stationery/Statistics/Time/Trade/Treasury/War/Warrants and Charters/Witnesses	1890-1948	1028 boxes and files		Re-registered and later files are in:	Related files can be found in the following series: T 288; Finance (F) files T 160; Supply (S) files T 161; General (G) files T 163; Superannuation (P) files T 164		Normal Closure before FOI Act: 	30		C13899
>>>>>> 	T 162/1				The files in this piece have been catalogued under subject headings. These headings, and details of the files, are shown at item level.	1918-1928	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C757830
>>>>>>>	T 162/1/1	E.26			COMMITTEES. Abroad: Reparation Commission; List of officers seconded to the Maritime Service.	1920 Jun. 7-1928 Feb. 21	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6180026
>>>>>>>	T 162/1/2	E.66			ESTABLISHMENT. Age of Retirement: Supreme Court Offices; Application of the rule of compulsory retirement at 65.	1920 Jun. 7- 1920 Jul. 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181299
>>>>>>>	T 162/1/3	E.18/1			ESTABLISHMENT. Agriculture and Fisheries: Employment of Veterinary and Hay Inspectors and staff in connection with foot and mouth disease.	1919 Oct. 30-1926 Feb. 1	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181309
>>>>>>>	T 162/1/4	E.3			ESTABLISHMENT. Allowances: Travelling and Subsistence: Scales of travelling and subsistence allowances in various Irish Departments.	1920 Mar. 25-1920 Jun. 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181690
>>>>>>>	T 162/1/5	E.2			ESTABLISHMENT. Colonial Office: Staff dealing with work on Reparation claims.	1920 Jun. 7-1924 Dec. 24	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181925
>>>>>>>	T 162/1/6	E.30			ESTABLISHMENT. Health Ministry: General: Reorganisation of the Registrar-General's Department (Higher staff).	1920 Jun. 7-1921 Nov. 29	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182761
>>>>>>>	T 162/1/7	E.41/1-2			ESTABLISHMENT. Health Ministry: General: Insurance Inspectorate; Reorganisation and remuneration.	1920 Feb. 27-1924 Mar. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182762
>>>>>>>	T 162/1/8	E.41/03			ESTABLISHMENT. Health Ministry: General: Insurance Inspectorate; Commencing salaries of officers holding temporary 'super clerical' posts, appointed Assistant Insurance Inspectors.	1921 Nov. 14-1921 Dec. 14	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182763
>>>>>>>	T 162/1/9	E.41/04			ESTABLISHMENT. Health Ministry: General: Method of recruitment of Assistant Insurance Inspectors.	1925 Dec. 19-1926 Mar. 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182764
>>>>>>>	T 162/1/10	E.27			ESTABLISHMENT. Home Office: General: Remuneration of Sir G. Thane, Chief Inspector under the Cruelty to Animals Act, 1876.	1918 Oct. 23-1922 Mar. 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182817
>>>>>>>	T 162/1/11	E.60			ESTABLISHMENT. Labour Ministry: General: Remuneration and overtime for temporary clerks in the Employment Department.	1920 Apr. 14-1926 Apr. 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183057
>>>>>>>	T 162/1/12	E.31			ESTABLISHMENT. Scientific and Industrial Research Department: Establishment and provision for work of the Geological Survey and Museum.	1920 Jun. 8-1921 Jul. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6184715
>>>>>>>	T 162/1/13	E.68			ESTABLISHMENT. War Office: Staff and remuneration of personnel of the Tank Design and Experimental Establishment.	1920 May 6-1922 Nov. 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6185221
>>>>>>>	T 162/1/14	E.42/1-2			TREASURY. Preparation of and issue of Office Notices: Office Notices No. 54/20 to 70/20, and No. 71/20 to 100/20. NOTE: 64/20, 71/20, 81/20 and 95/20 are draft copies only	1920 Jun. 9-1920 Dec. 29	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6187014
>>>>>> 	T 162/2				The files in this piece have been catalogued under subject headings. These headings, and details of the files, are shown at item level.	1916-1930	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C758071
>>>>>>>	T 162/2/1	E.139			ESTABLISHMENT. Admiralty: Civil Engineer-in-Chief's department; Appointment of certain Assistant Civil Engineers.	1920 Jun. 11-1927 Apr. 25	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6180998
>>>>>>>	T 162/2/2	E.74			ESTABLISHMENT. Agriculture and Fisheries: Survey Branch; Subsistence and lodging allowances to staff loaned by the Ordnance Survey.	1920 Jun. 9-1920 Sept. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181310
>>>>>>>	T 162/2/3	E.118			ESTABLISHMENT. Agriculture and Fisheries: Kew Gardens; Increase in 'Turn-stile' allowance to staff employed.	1920 Jun. 9-1927 Aug. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181311
>>>>>>>	T 162/2/4	E.84			ESTABLISHMENT. Air Ministry: General: Establishment of a Supply and Research Directorate.	1920 Feb. 23-1920 Jul. 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181374
>>>>>>>	T 162/2/5	E.149			ESTABLISHMENT. Allowances: Travelling and Subsistence: Travelling and other expenses to staff consequent on removal of War Office effects from Imperial Institute to Alexandra Palace.	1920 Jun. 10-1920 Dec. 18	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6181691
>>>>>>>	T 162/2/6	E.113			ESTABLISHMENT. Government Actuary: Reorganisation of Government Actuary's Department.	1920 Apr. 19-1923 Feb. 8	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182446
>>>>>>>	T 162/2/7	E.119			ESTABLISHMENT. Grades: General: Method of filling professional posts in the Civil Service.	1920 Jun. 10-1927 Apr. 25	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6182461
>>>>>>>	T 162/2/8	E.75			ESTABLISHMENT. Labour Ministry: General: Rates of pay of female Writing Assistants in the Labour Ministry.	1919 Nov. 13-1930 Jul. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183058
>>>>>>>	T 162/2/9	E.70			ESTABLISHMENT. Post Office: Wireless telegraphy; Appointment of Assistant Inspectors.	1920 Jun. 9-1923 Apr. 4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183941
>>>>>>>	T 162/2/10	E.72			ESTABLISHMENT. Post Office: Manipulative staff; 1920 claim for new scales of pay.	1920 Apr. 12-1925 Nov. 18	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183942
>>>>>>>	T 162/2/11	E.72/03			ESTABLISHMENT. Post Office: Manipulative staff; Revised scales of remuneration for outdoor supervising classes.	1920 Dec. 30-1929 Apr. 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183943
>>>>>>>	T 162/2/12	E.72/04			ESTABLISHMENT. Post Office: Central Telegraph Office; Increased remuneration to messenger controlling staff.	1921 Jun. 3-1930 Dec. 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183944
>>>>>>>	T 162/2/13	E.72/06			ESTABLISHMENT. Post Office: Initial salaries of ex-service and other late entrants to the manipulative classes.	1924 Apr. 26-1924 Oct. 9	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6183945
>>>>>>>	T 162/2/14	E.117/1			ESTABLISHMENT. Prosecutions: Employment of office keeper, messenger and cleaning staff at No. 1 Richmond Terrace (office of Director of Public Prosecutions).	1920 May 29-1925 Oct. 15	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6184207
>>>>>>>	T 162/2/15	E.91			ESTABLISHMENT. Salary: General: R. Berg and F.J. Wyatt, boy clerks who enlisted without permission of the Department; Claims for non-payment of Civil pay.	1919 Sept. 19-1920 Sept. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6184329
>>>>>>>	T 162/2/16	E.81			ESTABLISHMENT. War Office: Staff for Prisoners of War Information Bureau.	1920 Jun. 9-1923 Jun. 18	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6185222
>>>>>>>	T 162/2/17	E.87/1			TREASURY. Circulars: Authorised Circulation List of Treasury Circulars.	1916 Dec. 22-1922 Dec. 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6186962
>>>>>>>	T 162/2/18	E.87/03			TREASURY. Circulars: Issue of bound volumes of Treasury Circulars to departments.	1920 Jul. 23-1920 Aug. 2	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6186963
>>>>>>>	T 162/2/19	E.87/08			TREASURY. Circulars: Sale of copies of Treasury Circulars to the Public.	1920 Sept. 10-1921 Sept. 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6186964
>>>>>>>	T 162/2/20	E.87/011			TREASURY. Circulars: Authorised Circulation List of Treasury Circulars in Ireland.	1922 Mar. 2-1922 Mar. 28	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6186965
>>>>>>>	T 162/2/21	E.87/012			TREASURY. Circulars: Issue of certain back-dated Treasury Circulars to Scottish Prisons Department.	1929 Dec. 31-1930 Jan. 22	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6186966
>>>>>>>	T 162/2/22	E.87/013			TREASURY. Circulars: Treasury control over publication and circulation of Treasury Circulars.	1930 May 13-1930 Sept. 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C6186967
