Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	PMG 42			Ministry of Pensions: Disability Retired Pay, Gratuities, etc	Payments of temporary retired pay and gratuities awarded to invalided officers of the three Services, and to nurses in respect of the disabilities for which they were invalided.	1917-1920	16 volume(s)			For further war pensions records see 		Normal Closure before FOI Act: 	30		C11698
>>>>>> 	PMG 42/1				Disability retired pay etc: Army officers and nurses, surnames A-C. Entry numbers 1-800	1917 Apr 2-1918 Mar 4	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649235
>>>>>> 	PMG 42/2				Disability retired pay etc: Army officers and nurses, surnames A-E. Entry numbers 4000-4999	1918 Mar 4-1918 Oct 7	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649236
>>>>>> 	PMG 42/3				Disability retired pay etc: Army officers and nurses, surnames A-E. Entry numbers 5000-5999	1918 Oct 7-1919 Feb 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649237
>>>>>> 	PMG 42/4				Disability retired pay etc: Army officers and nurses, surnames D-J. Entry numbers 801-1600	1917 Apr 2-1918 Jan 11	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649238
>>>>>> 	PMG 42/5				Disability retired pay etc: Army officers and nurses, surnames D-M. Entry numbers 6000-6999	1918 Jan 11-1918 July 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649239
>>>>>> 	PMG 42/6				Disability retired pay etc: Army officers and nurses, surnames F-M. Entry numbers 7000-7999	1918 July 15-1918 Dec 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649240
>>>>>> 	PMG 42/7				Disability retired pay etc: Army officers and nurses, surnames K-Q. Entry numbers 1601-2404	1917 Apr 2-1918 Jan 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649241
>>>>>> 	PMG 42/8				Disability retired pay etc: Army officers and nurses, surnames K-Z. Entry numbers 8000-8999	1918 Jan 30-1918 Oct 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649242
>>>>>> 	PMG 42/9				Disability retired pay etc: Army officers and nurses, surnames F-M. Entry numbers 9000-9999	1918 Dec 31-1919 Feb 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649243
>>>>>> 	PMG 42/10				Disability retired pay etc: Army officers and nurses, surnames R-Z. Entry numbers 2401-3204	1917 Apr 2-1918 Jan 23	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649244
>>>>>> 	PMG 42/11				Disability retired pay etc: Army officers and nurses, surnames N-Z. Entry numbers 10000-10999	1918 Jan 23-1918 July 31	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649245
>>>>>> 	PMG 42/12				Disability retired pay etc: Army officers and nurses, surnames N-Z. Entry numbers 11000-11999	1918 Oct 31-1919 Feb 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649246
>>>>>> 	PMG 42/13				Disability retired pay etc: ¶ Royal Navy and Royal Marines, surnames A-K. Entry numbers 770-1276 (April 1917-December 1919). Also includes overflow on surnames A-Z. ¶ Royal Air Force, surnames A-K. Entry numbers 301-434 (April 1918-December 1919)	1917 Apr-1919 Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649247
>>>>>> 	PMG 42/14				Disability retired pay etc: Royal Navy and Royal Marines, surnames L-Z. Entry numbers 1285-3075	1917 Apr-1919 Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649248
>>>>>> 	PMG 42/15				Disability retired pay etc: Royal Air Force, surnames L-Z. Entry numbers 2650-2848	1918 May-1919 Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649249
>>>>>> 	PMG 42/16				Disability retired pay etc: Royal Air Force, surnames A-Z. Entry numbers 435-571	1919 Jan-1920 Apr	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2649250
