Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	WO 100			War Office: Campaign Medal and Award Rolls (General Series)	This series comprises original lists submitted by regiments and units of officers and men entitled to campaign medals and clasps. ¶ For the Royal Artillery there are separate registers of medals awarded for campaigns between 1845 and 1902. One volume contains a roll of recipients of the medals issued for Queen Victoria's Jubilee in 1897, King Edward VII's Coronation in 1901, and the Delhi Durbar, 1903. ¶ PLEASE NOTE: Records within this series are available to download free of charge as part of the Digital Microfilm project.	1793-1984	561 files and volumes			For First World War Service Medal and Award Rollssee WO 329		Normal Closure before FOI Act: 	30		C14308
>>>>   				Peninsular War			 								C71657
>>>>>  				Military General Service			 								C132819
>>>>>> 	WO 100/1				WO 100. Officers - Staff and regimental including Royal Navy	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763763
>>>>>> 	WO 100/2				WO 100. Officers - Staff and regimental	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763764
>>>>>> 	WO 100/3				WO 100. N.C.O. and Men - Guards and Line Cavalry Regiments	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763765
>>>>>> 	WO 100/4				WO 100. N.C.O. and Men - Royal Artillery, Sappers and Miners	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763766
>>>>>> 	WO 100/5				WO 100. N.C.O. and Men - 1st and 3rd Foot Guards, 1st to 15th Foot	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763767
>>>>>> 	WO 100/6				WO 100. N.C.O. and Men - 20th to 43rd Foot	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763768
>>>>>> 	WO 100/7				WO 100. N.C.O. and Men - 44th to 74th Foot	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763769
>>>>>> 	WO 100/8				WO 100. N.C.O. and Men - 76th to 97th Foot	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763770
>>>>>> 	WO 100/9				WO 100. N.C.O. and Men - Infantry A to Y	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763771
>>>>>> 	WO 100/10				WO 100. N.C.O. and Men - Royal York Rangers, Upper and Lower Militia, King's German Legion, Wagon Train, etc.	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763772
>>>>>> 	WO 100/11				WO 100. N.C.O. and Men - Various Corps	1793-1814	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763773
>>>>>  				Waterloo			 								C132820
>>>>   				Crimea			 								C71658
>>>>>> 	WO 100/22				WO 100. Royal Artillery (R.A., R.H.A. - 6 Battn.)	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763786
>>>>>> 	WO 100/23				WO 100. Royal Artillery (7-12 Battns.) and Royal Engineers	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763787
>>>>>> 	WO 100/24				WO 100. General and Line Cavalry	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763788
>>>>>> 	WO 100/25				WO 100. Foot Guards	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763789
>>>>>> 	WO 100/26				WO 100. Royal Regiment, 3rd, 4th, 7th and 9th Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763790
>>>>>> 	WO 100/27				WO 100. 13th, 14th, 17th, 18th, 19th, 20th and 21st Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763791
>>>>>> 	WO 100/28				WO 100. 23rd, 28th, 30th, 31st, 33rd and 34th Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763792
>>>>>> 	WO 100/29				WO 100. 38th, 39th, 41st, 42nd, 44th and 46th Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763793
>>>>>> 	WO 100/30				WO 100. 47th to 50th, 55th and 56th Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763794
>>>>>> 	WO 100/31				WO 100. 57th, 62nd, 63rd, 68th, 71st and 72nd Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763795
>>>>>> 	WO 100/32				WO 100. 77th, 79th, 82nd, 88th, 89th and 90th Foot	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763796
>>>>>> 	WO 100/33				WO 100. 93rd, 95th, 97th, 1st and 2nd Rifle Brigade	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763797
>>>>>> 	WO 100/34				WO 100. Medical Corps, Turkish, Sardinian Contingent Land Transport Corps, Ordnance Corps and Chaplains.	1854-1855	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763798
>>>>   				Indian Mutiny			 								C71659
>>>>>> 	WO 100/35				WO 100. Cavalry, Medical Staff, Military Train and Miscellaneous	1857-1858	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763799
>>>>>> 	WO 100/36				WO 100. Infantry - 1/4th, 1/5th, 1/6th, 8th, 1/10th, 1/13th, 1/20th, 1/23rd, 1/24th, 27th and 29th Foot	1857-1858	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763800
>>>>>> 	WO 100/37				WO 100. 32nd to 60th Foot	1857-1858	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763801
>>>>>> 	WO 100/38				WO 100. 2/60th to 81st Foot	1857-1858	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763802
>>>>>> 	WO 100/39				WO 100. 82nd to 97th Foot, 2nd and 3rd Rifle Brigade	1857-1858	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763803
>>>>   				China			 								C71660
>>>>>> 	WO 100/40				WO 100. Staff, 1st Dragoons, Royal Artillery, Royal Engineers, Military Train, Commissariat, Military Store Department, Medical Staff, Army Hospital Corps, Civilians	1842-1860	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763804
>>>>>> 	WO 100/41				WO 100. Infantry - 2/1st, 1/2nd, 1/3rd, 31st, 44th, 59th, 2/60th, 67th and 99th Regiments	1842-1860	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763805
>>>>>> 	WO 100/94				WO 100. Staff, Cavalry, Royal Horse and Royal Field Artillery, Royal Garrison Artillery 10687	1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763858
>>>>>> 	WO 100/95				WO 100. Royal Engineers, Infantry, Army Service Corps, Army Ordnance Coprs	1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763859
>>>>>> 	WO 100/96				WO 100. Royal Army Medical Corps and Indian Medical Staff, Army Pay Department, Army Veterinary Department	1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763860
>>>>>> 	WO 100/97				WO 100. Chinese Regiments and Volunteers, Interpreters, War Correspondents, Civilians	1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763861
>>>>>> 	WO 100/98				WO 100. Sappers and Miners, Supply and Transport, Indian Ordnance (British) Miscellaneous, Miscellaneous Native	1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763862
>>>>>> 	WO 100/99				WO 100. Indian Cavalry and Infantry	1900	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763863
>>>>   				South Africa			 								C71661
>>>>>> 	WO 100/46				WO 100. General Officers and Staff, 2nd Dragoon Guards, 17th Lancers, Royal Artillery, Royal Engineers, 3rd, 4th, 13th, 21st and 24th Foot	1877-1879	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763810
>>>>>> 	WO 100/47				WO 100. 57th, 58th, 60th, 80th, 88th, 90th 91st, 94th, 99th, Foot. Miscellaneous Corps and Regiments.	1877-1879	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763811
>>>>>> 	WO 100/48				WO 100. Colonial Corps	1877-1879	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763812
>>>>>> 	WO 100/49				WO 100. Colonial Corps	1877-1879	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763813
>>>>>> 	WO 100/50				WO 100. Medal Rolls, Returned Lists Colonial Corps (A-W).	1877-1879	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763814
>>>>   				Afghan			 								C71662
>>>>>> 	WO 100/51				WO 100. General Staff, 6th Dragoons, 8th, 10th and 15th Hussars, 9th Lancers, 'E' Battery, 3rd Brigade, Royal Artillery, 5th - 9th, 11th, 12th and 14th Foot	1878-1880	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763815
>>>>>> 	WO 100/52				WO 100. Infantry 15th, 17th, 18th, 25th, 34th, 51st, 59th, 60th, 63rd, 65th - 67th, 70th and 72nd Regiments	1878-1880	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763816
>>>>>> 	WO 100/53				WO 100. 78th, 81st, 85th and 92nd Regiments, 4th Battalion Rifle Brigade, Officers and Men of Various Corps, Army Medical and Veterinary Corps	1878-1880	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763817
>>>>   				Egypt			 								C71663
>>>>>> 	WO 100/55				WO 100. Staff, Cavalry, Guards, Miscellaneous	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763819
>>>>>> 	WO 100/56				WO 100. Royal Artillery, Royal Engineers, Infantry	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763820
>>>>>> 	WO 100/57				WO 100. 2nd Grenadiers, 2nd Coldstreams, 1st Scots Guards, 2nd Royal Irish Regiment, 2nd Duke of Cornwall's Light Infantry, 1st Royal Sussex, 1st South Staffs	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763821
>>>>>> 	WO 100/58				WO 100. 1st Royal Highlanders, 2nd Derbyshires, 1st Berkshires, 1st West Kents, 1st Shropshire, 3rd King's Royal Rifle Corps, 1st Manchesters	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763822
>>>>>> 	WO 100/59				WO 100. 2nd Manchesters, 2nd York and Lancs, 2nd Highland Light Infantry, 1st and 2nd Seaforths, 1st Gordon Highlanders, 1st Cameron Highlanders, 1st Royal Irish Fusiliers, Miscellaneous	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763823
>>>>>> 	WO 100/60				WO 100. Mounted Infantry, Commissariat and Transport Corps including Staff and Companies, 2nd, 5th, 8th, 10th, 12th, 15th and 17th, Miscellaneous, Army Veterinary Department, Army Pay Department, Ordnance, Military Police, Army Post Office	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763824
>>>>>> 	WO 100/61				WO 100. Signallers, Army Medical Department, Army Hospital Corps Chaplains, Scripture Readers, India Contingent, Malta Transport, Miscellaneous - Clergymen, Civilians, Servants to Officers etc.	1882	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763825
>>>>   				Soudan			 								C71664
>>>>>> 	WO 100/62				WO 100. Staff, Cavalry, Guards, Hussars, Miscellaneous	1884-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763826
>>>>>> 	WO 100/63				WO 100. Royal Horse and Royal Artillery, Miscellaneous	1884-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763827
>>>>>> 	WO 100/64				WO 100. Royal Engineers including Field Park, Balloon and Telegraph	1884-1886	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763828
>>>>>> 	WO 100/65				WO 100. Staff, 20th Hussars, R.E., Foot Guards, Infantry to 41st Welsh Regiment	1884-1889	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763829
>>>>>> 	WO 100/66				WO 100. Royal Highlanders to Rifle Brigade	1884-1889	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763830
>>>>>> 	WO 100/67				WO 100. Mounted Infantry, Signallers, Corps and Departments, Malta Artillery	1884-1889	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763831
>>>>>> 	WO 100/68				WO 100. India Contingent, New South West Wales Contingent, Canadian Voyageurs, Bashi-Bazouks, Corps of Kroomen, Shaggichs, Lucas and Airds Employees, Civilians, Mule and Camel Drivers	1884-1889	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763832
>>>>>> 	WO 100/71				WO 100. Egyptian Army (1)	1885-1889	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763835
>>>>>> 	WO 100/72				WO 100. Egyptian Army (2)	1885-1889	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763836
>>>>>> 	WO 100/80				WO 100. Royal Navy, Royal Marine Artillery, Staff, 21st Lancers, Royal Artillery, Royal Engineers, Grenadier Guards, Northumberland Fusiliers, Royal Warwicks, Lincolns	1896-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763844
>>>>>> 	WO 100/81				WO 100. Lancashire Fusiliers, North Staffs., Seaforth Highlanders, Cameron Highlanders, Royal Irish Fusiliers, 2nd Rifle Brigade, Army Service Corps, Royal Army Medical Corps, Veterinary Department, Army Ordnance, Army Pay Corps, Chaplains and Interpreters	1896-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763845
>>>>>> 	WO 100/82				WO 100. Miscellaneous Corps and Indian Contingent	1896-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763846
>>>>   				Burma			 								C71665
>>>>>> 	WO 100/69				WO 100. Staff, Royal Artillery, Royal Engineers, 2nd West Surreys, 2nd Liverpools, 2nd Somersets, 2nd Royal Scots Fusiliers	1885-1887	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763833
>>>>>> 	WO 100/70				WO 100. 1st Royal Welch Fusiliers, 2nd South Wales Borderers, 2nd Hampshires, 1st Yorkshire L.I., 2nd Munsters, 1st Rifle Brigade, Medical, Commissariat and Miscellaneous	1885-1887	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763834
>>>>   				India			 								C71666
>>>>>> 	WO 100/84				WO 100. Staff, Dragoons, Hussars, Royal Engineers, Army Medical, Ordnance, Commissariat and Transport, Veterinary Department, Telegraph Department	1897-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763848
>>>>>> 	WO 100/85				WO 100. Royal Artillery, Miscellaneous	1897-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763849
>>>>>> 	WO 100/86				WO 100. Infantry, 1st Royal West Surreys, 1st East Kents, 1st Devons, 1st Somerset Light Infantry, 2nd Royal Irish	1897-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763850
>>>>>> 	WO 100/87				WO 100. 2nd Yorks, 1st Royal Scots, Fusiliers, 2nd King's Own Scottish Borderers, 2nd Royal Inniskilling Fusiliers, 1st Duke of Cornwall's Light Infantry, 2nd Royal Sussex	1897-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763851
>>>>>> 	WO 100/88				WO 100. 1st Dorsets, 2nd Oxford and Bucks. Light Infantry, 2nd Derbyshires, 1st Northants., 1st Royal West Kents	1897-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763852
>>>>>> 	WO 100/89				WO 100. 2nd Yorkshires, 2nd Highland Light Infantry, 1st Gordon Highlanders, 2nd Argyll Highlanders, 3rd Rifle Brigade and various groups	1897-1898	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763853
>>>>   				Somaliland			 								C71667
>>>>>> 	WO 100/100				WO 100. Staff, Cavalry, Royal Artillery, Royal Engineers, Infantry, Army Service Corps, Army Ordnance, Veterinary, Chaplains, and Boer Contingents	1901-1904	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763864
>>>>>> 	WO 100/101				WO 100. Indian Army - Cavalry and Camel Corps, Sappers and Miners	1901-1904	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C3763865
