Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	MH 83			Lunacy Commission and Board of Control: Building of Asylums and Hospitals, Correspondence and Papers	This series contains correspondence and papers of the Lunacy Commission and Board of Control relating to the building of asylums and mental hospitals, including such matters as the purchase of land, contracts for building, planning of the premises etc.	1845-1954	364 file(s)					Normal Closure before FOI Act: 	30		C10926
>>>>   				County of Bedfordshire			 								C41815
>>>>>> 	MH 83/1				Additions to the old Bedford Three Counties Asylum, Arlesey.	1847-1851	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1892999
>>>>>> 	MH 83/2				Proposals to build a new asylum at a cost of £65,000 to replace the old Bedford Three Counties Asylum, Arlesey.	1853-1866	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893000
>>>>>> 	MH 83/3				New Bedford Three Counties Asylum, Arlesey: additions.	1868-1869	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893001
>>>>>> 	MH 83/4				New Bedford Three Counties Asylum, Arlesey: plans for two additional wings and improvements to main buildings.	1876-1878	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893002
>>>>   				County of Berkshire			 								C41816
>>>>>> 	MH 83/5				Fairmile Asylum, Wallingford: approval of plans; purchase of site: Estimated cost £43,400.	1866-1867	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893003
>>>>>> 	MH 83/6				Fairmile Asylum, Wallingford: drainage improvements.	1884-1895	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893004
>>>>>> 	MH 83/7				Fairmile Asylum, Wallingford: approval of plans for detached infectious hospital.	1893-1895	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893005
>>>>   				County of Buckinghamshire			 								C41817
>>>>>> 	MH 83/8				St John's Hospital, Stone, Aylesbury: proposals for purchase of land; comments on plans.	1848-1856	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893006
>>>>>> 	MH 83/9				St John's Hospital, Stone, Aylesbury: additions to asylum; provision of chapel.	1864-1877	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893007
>>>>>> 	MH 83/10				St John's Hospital, Stone, Aylesbury: purchase of additional land; site for proposed burial ground.	1869-1871	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893008
>>>>   				County of Cambridgeshire			 								C41818
>>>>>> 	MH 83/11				Fulbourn Asylum, Cambridge: purchase of land for £30,000; plans for buildings.	1850-1856	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893009
>>>>>> 	MH 83/12				Fulbourn Asylum, Cambridge: report on fire outbreak and subsequent report on boilers.	1872-1873	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893010
>>>>>> 	MH 83/13				Fulbourn Asylum, Cambridge: proposed additions at a cost of £13,000.	1875-1876	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893011
>>>>>> 	MH 83/14				Fulbourn Asylum, Cambridge: new wing to provide dining, recreation and dormitory accommodation at a cost of £22,000.	1887-1894	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C1893012
