Level	Reference	Former Reference (Dept)	Former Reference (PRO)	Title	Description	Covering Dates	Physical Description	Note	Separated Material	Related Material	Closure Status	Closure Type	Closure Code	Record Opening Date	ID
       							 								
>>>    	WO 161			War Office: Miscellaneous Unregistered Papers, First World War	This series contains various papers concerning the War of 1914-1918 (some of later date), including files of the Master-General of the Ordnance (MGO), the Director of Supplies and Transport (DST), the Director of Medical Services (DMS), the Director of Army Priority and the Director of Fortifications and Works (largely in Egypt and Palestine). � Also included are papers of the Committee on the Treatment of British Prisoners of War, reports and assessments of German manpower and casualties, unit etc histories and narratives of operations.	1914-1944	117 files and volumes					Normal Closure before FOI Act: 	30		C14368
>>>>   				GENERAL			 								C51805
>>>>>  				France, Belgium and Germany			 								C110378
>>>>>> 	WO 161/2				Hospital sites, depots and camps: History of the Works Directorate	1914-1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357492
>>>>>> 	WO 161/3				Review of Provost work in Occupied Territory	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357493
>>>>>  				Dardanelles			 								C110379
>>>>>> 	WO 161/4				Short history of the campaign, April 1915 to January 1916	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357494
>>>>>  				Russia			 								C110380
>>>>>> 	WO 161/5				Short history of events.	1917 Nov.-1919 Feb.	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357495
>>>>>> 	WO 161/1				Chemical Warfare: Record of chemical supplies for offensive purposes	1915 Apr.-1916 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357491
>>>>   				DIRECTOR OF SUPPLIES AND TRANSPORT HOME FORCES			 								C51806
>>>>>> 	WO 161/6				Army Service Corps, Portsmouth District: Composition and disposition prior to and subsequent to the outbreak of War.	1914	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357496
>>>>>> 	WO 161/7				History of military mechanical transport	1914-1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357497
>>>>>> 	WO 161/8				History of the Department of the Senior Inspector of Mechanical Transport	1914-1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357498
>>>>>> 	WO 161/9				Removal of brick built petrol stores en bloc to new site.	1916 Aug. 15-Sept. 30	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357499
>>>>>> 	WO 161/10				Organisation and work of the Army Service Corps, Northern Command	Sept. 1917	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357500
>>>>>> 	WO 161/11				Reserve supply depot, Deptford with layout chart.	1917 Sept.-1920 June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357501
>>>>>> 	WO 161/12				Army Service Corps: Southern Command Areas	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357502
>>>>>> 	WO 161/13				Reception and training areas of the Mechanical Transport: History and development	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357503
>>>>   				MESOPOTAMIA			 								C51807
>>>>>  				Royal Army Service Corps			 								C110381
>>>>>> 	WO 161/17				Narrative account of operations	1916-1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357507
>>>>>> 	WO 161/18				Narrative account of operations	1916-1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357508
>>>>>> 	WO 161/19				Historical records	1918-1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357509
>>>>>> 	WO 161/14				Mechanical Transport: Historical report	1916-1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357504
>>>>>> 	WO 161/15				Report on floating workshop. Mosul Advance Operations: Extracts from Officer's Diaries	1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357505
>>>>>> 	WO 161/16				Mechanical Transport Services: Report	1918 June 18	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357506
>>>>   				SALONIKA			 								C51808
>>>>>> 	WO 161/20				Copies of letters to and from the Director of Supply and Transport	1915 Nov.-1916 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357510
>>>>>> 	WO 161/21				Transportation considerations of alternative position for Salonika Force: Copies of papers	1918 Mar. 1	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357511
>>>>   				MASTER GENERAL OF ORDNANCE			 								C51809
>>>>>> 	WO 161/22				New Armies: Arms and ammunition	1914-1915	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357512
>>>>>> 	WO 161/23				Statement of ammunition	1915 Jan.-1916 Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357513
>>>>>> 	WO 161/24				Whippet tank: Report	1917 Feb.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357514
>>>>>> 	WO 161/25				Output of tanks: Memorandum	1917 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357515
>>>>>> 	WO 161/26				Meetings and conferences on tanks: notes	1917 Mar. 4-1919 Jan. 3	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357516
>>>>>> 	WO 161/27				Re-organization of the Tank Corps	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357517
>>>>   				DIRECTOR OF MEDICAL SERVICES			 								C51810
>>>>>  				CHINA			 								C110382
>>>>>> 	WO 161/28				Tsingtau Expeditionary Forces: Report of the Senior Medical officer, British Troops	1914 Nov.-Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357518
>>>>   				DIRECTOR OF MECHANICAL TRANSPORT			 								C51811
>>>>>  				Home Forces			 								C110383
>>>>>> 	WO 161/29				Layout, organisation and management of a large, general M.T. Stores	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357519
>>>>>> 	WO 161/30				Various M.T. Reception and Training Areas: Reports	Undated	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357520
>>>>   				DIRECTOR OF ARMY PRIORITY			 								C51812
>>>>>> 	WO 161/31				Utilisation of munitions originally ordered on behalf of the Serbian Government: Correspondence	1917 Oct.-1918 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357521
>>>>   				DIRECTOR OF FORTIFICATIONS AND WORKS			 								C51813
>>>>>  				EGYPT AND PALESTINE			 								C110384
>>>>>> 	WO 161/32				Letter Nos. 1-6 from the Director of Works (General E.M. Paul)		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357522
>>>>>> 	WO 161/33				Letter Nos. 7-9 from the Director of Works (General E.M. Paul)		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357523
>>>>>> 	WO 161/34				Letter Nos. 10-12 from the Director of Works (General E.M. Paul)		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357524
>>>>>> 	WO 161/35				Letter No. 13 and supplements from the Director of Works (General E.M. Paul) � Includes 3 photographs depicting: Royal Flying Corps: hangars at Aboukir depot, Egypt. Dated 1916.		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357525
>>>>>> 	WO 161/36				Letter No. 14A and supplement from the Director of Works (General E M Paul) � Includes 43 photographs depicting: First World War: Egyptian Expeditionary Force, Director of Works, Egypt, monthly review for July 1916 and August 1916: miscellaneous photographs of Egypt, Middle East, Salonika and prisoner of war camps. Dated 1916.		 		For item/s extracted from this piece see		Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357526
>>>>>> 	WO 161/37				TRANSFERRED TO MFQ 1/443 AND MR 1/2008		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357527
>>>>>> 	WO 161/38				Letter No. 15 from the Director of Works (General E M Paul)	1916 Oct	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357528
>>>>>> 	WO 161/39				Letter No. 16 and supplement from the Director of Works (General E M Paul)	1916 Oct	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357529
>>>>>> 	WO 161/40				Letter No. 17 and supplement from the Director of Works (General E M Paul)	1916 Nov	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357530
>>>>>> 	WO 161/41				Letter No. 18 and supplement from the Director of Works (General E M Paul) � Includes 37 photographs depicting: First World War: Egyptian Expeditionary Force, Director of Works, Cairo, monthly review for December 1916 and January 1917: miscellaneous photographs, some aerial, of coastline, buildings, hangars, quarters, plants, etc. Dated 1916-1917.	1916 Dec - 1917 Jan	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357531
>>>>>> 	WO 161/42				Letter No. 19 and supplement from the Director of Works (General E M Paul)	1917 Feb - Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357532
>>>>>> 	WO 161/43				Letter No. 20 from the Director of Works (General E M Paul)	1917 Apr	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357533
>>>>>> 	WO 161/44				Letter No. 21 and supplement from the Director of Works (General E M Paul)	1917 May-June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357534
>>>>>> 	WO 161/45				Letter No. 22 from the Director of Works (General E M Paul)	1917 July-Sept	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357535
>>>>>> 	WO 161/46				Letter No. 23 from the Director of Works (General E M Paul)	1917 Nov	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357536
>>>>>> 	WO 161/47				Letter No. 24 from the Director of Works (General E M Paul)	1917 Oct Nov	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357537
>>>>>> 	WO 161/48				Letter No. 25 from the Director of Works (General E M Paul)	1917 Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357538
>>>>>> 	WO 161/49				Letter No. 26 from the Director of Works (General E M Paul)	1918 Jan	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357539
>>>>>> 	WO 161/50				Letter No. 27 and supplement from the Director of Works (General E M Paul)	1918 Feb	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357540
>>>>>> 	WO 161/51				Letter No. 28 from the Director of Works (General E M Paul)	1918 Mar	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357541
>>>>>> 	WO 161/52				Letter No. 29 from the Director of Works (General E M Paul)	1918 Apr	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357542
>>>>>> 	WO 161/53				Letter No. 30 from the Director of Works (General E M Paul)	1918 May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357543
>>>>>> 	WO 161/54				Letter No. 31 from the Director of Works (General E M Paul)	1918 June	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357544
>>>>>> 	WO 161/55				Letter No. 32 from the Director of Works (General E M Paul)	1918 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357545
>>>>>> 	WO 161/56				Letter No.33A from the Director of Works (General E.M. Paul)	1918 Aug.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357546
>>>>>> 	WO 161/57				Letter No.33B, plans etc. from the Director of Works (General E.M. Paul)	1918 Aug.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357547
>>>>>> 	WO 161/58				Letter No.34 from the Director of Works (General E.M. Paul)	1918 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357548
>>>>>> 	WO 161/59				Letter No.35 from the Director of Works (General E.M. Paul) � Includes 47 photographs depicting: First World War: Egyptian Expeditionary Force, Director of Works, Cairo, monthly review for October 1918: miscellaneous photographs throughout of buildings, quarters factories, stations, workshops, etc.. Dated 1918.	1918 Oct.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357549
>>>>>> 	WO 161/60				Letter No.36 from the Director of Works (General E.M. Paul)	1918 Nov.-Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357550
>>>>>> 	WO 161/61				Index to Letter Nos. 1-36.	1915-1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357551
>>>>>> 	WO 161/62				Personal letters and narratives (General E.M.Paul)	1915-1920	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357552
>>>>>> 	WO 161/63				Memoranda from the Engineer-in-Chief	1918 July-Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357553
>>>>>> 	WO 161/64				Machinery Park at Rafa: Report for November 1918.	1919 Jan.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357554
>>>>>  				Water Supply			 								C110385
>>>>>> 	WO 161/65				Supply to the Army: Report	1914-1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357555
>>>>>> 	WO 161/66				El Arish water supply: Report by Dr. W.F. Hume	1917	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357556
>>>>>> 	WO 161/67				Gaza water supply: Report by Dr. W.F. Hume	1918	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357557
>>>>>> 	WO 161/68				Note on water supply	1917-1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357558
>>>>>> 	WO 161/69				Kantara-water supply: Report and plans	1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357559
>>>>>> 	WO 161/70				Kantara - El Arish pipe line	1919	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357560
>>>>>> 	WO 161/71				Miscellaneous correspondence	1919 Feb.-May	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357561
>>>>>> 	WO 161/72				Routes east of Jordan: Report	1918 Mar.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357562
>>>>   				ITALY			 								C51814
>>>>>> 	WO 161/73				Works Department: Report by the Director of Works	1919 Mar. 24	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357563
>>>>   				REGIMENTAL HISTORIES, 1914-1918			 								C51815
>>>>>> 	WO 161/74				1st./7th. Battalion Hampshire Regiment		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357564
>>>>>> 	WO 161/75				1st./2nd. King's African Rifles	1919 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357565
>>>>>> 	WO 161/76				1st./2nd. Northumberland Fuseliers (Chapters I-IX of 'The Fifth in the Great War')	1935	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357566
>>>>>> 	WO 161/77				23rd. Sikh Pioneers, to July 1916		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357567
>>>>   				MISCELLANEOUS			 								C51816
>>>>>> 	WO 161/78				Bryce Committee report on Alleged German Outrages	1915 Aug	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357568
>>>>>> 	WO 161/79				Battle of the Somme, June-July 1916: French official account	[1916]	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357569
>>>>>> 	WO 161/80				Honourable Artillery Company: wartime services and honours	1918 July	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357570
>>>>>> 	WO 161/81				Advance of Egyptian Expeditionary Force, July-Oct. 1918	1919	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357571
>>>>>> 	WO 161/82				Armies at home and abroad, 1914-1920: statistical abstract	1920 June	 	Printed			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357572
>>>>>> 	WO 161/83				Battle Honours Committee: report no.3	1922 Dec.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357573
>>>>>> 	WO 161/84				Letter from Sir W. R. Birdwood on the Dardanelles operation and despatch of Australian troops to Alexandretta	1924 Apr.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357574
>>>>>> 	WO 161/85				Occupation of Constantinople, 1918-1923	1944 Sept.	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357575
>>>>>> 	WO 161/86				Mine rescue work on the Western Front		 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357576
>>>>>> 	WO 161/87				British Expeditionary Force: engagements, Commanders and signs of the Armies, Corps and Divisions, 1914-1918		 	Photocopies			Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357577
>>>>   				German Casualties			 								C51817
>>>>>> 	WO 161/88				Reports and assessments	1914 Aug-1915 Dec	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357578
>>>>>> 	WO 161/89				Monthly summaries	1914 Aug-1916 Apr	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357579
>>>>>> 	WO 161/90				Notes and press cuttings	1915 July-1916 Mar	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357580
>>>>>> 	WO 161/91				Statistical analysis	1915 Sept	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357581
>>>>   				German Manpower Resources			 								C51818
>>>>>> 	WO 161/92				Estimates and assessments	1914-1916	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357582
>>>>>> 	WO 161/93				Report on items in the French press	1915 Oct	 				Open Document, Open Description	Normal Closure before FOI Act: 	30		C2357583
